Latitude,Longitude,MGRS.WGS84
39.07873,9.29545,32SNJ2555525554
40.4273,8.12238,32TMK2555575554
39.52642,8.13383,32SMJ2555575554
39.52927,9.29735,32SNJ2555575555
40.4272,9.89071,32TNK7555575554
39.97678,9.88483,32SNK7555425554
39.97688,8.12817,32SMK2555525555
40.87759,9.89672,32TNL7555525555
39.07593,8.13936,32SMJ2555425555
39.07583,9.87347,32SNJ7555525554
38.16932,13.57935,33SUC7555525555
37.72694,14.7226,33SVB7555475555
37.72691,15.29,33SWB2555575555
37.71065,13.02095,33SUB2555575555
36.82555,14.72589,33SVA7555575555
36.82552,15.28656,33SWA2555575555
37.27623,15.28826,33SWB2555525555
38.17484,14.15007,33SVC2555525555
38.17758,14.7209,33SVC7555425554
38.16103,13.00883,33SUC2555525555
37.27626,14.72426,33SVB7555425555
37.72424,14.15524,33SVB2555475555
37.69977,12.45416,33STB7555575555
37.2736,14.1603,33SVB2555425554
38.14997,12.43858,33STC7555525554
37.71881,13.588,33SUB7555575555
36.82293,14.16525,33SVA2555475554
37.26826,13.59646,33SUB7555525555
37.26023,13.0328,33SUB2555525554
38.62819,14.71916,33SVC7555475555
38.62816,15.29359,33SWC2555575555
38.61137,12.99644,33SUC2555575555
56.1743,27.4116,35VNC2555425555
56.1743,21.4116,34VEH2555425555
57.51624,22.26131,34VEJ7555575555
56.60739,23.0455,34VFH2555475555
56.59134,23.72169,34VFH6712075211
57.05628,23.07013,34VFJ2555425554
57.03996,23.73639,34VFJ6602525161
56.59175,24.27831,35VLC3288175257
56.60768,24.97257,35VLC7555575554
57.04038,24.26361,35VLD3397525208
57.50545,24.92302,35VLD7555475555
57.05658,24.94816,35VLD7555525554
56.61829,25.78688,35VMC2555475555
57.06737,25.77227,35VMD2555525554
57.07274,26.59681,35VMD7555425555
56.17436,20.60628,34VDH7555525555
56.6235,21.41648,34VEH2555575554
56.61811,22.2312,34VEH7555475554
57.07268,21.4215,34VEJ2555525555
57.06719,22.24603,34VEJ7555425554
57.50514,23.09549,34VFJ2555575554
57.48897,24.24847,35VLD3507575158
56.16917,25.80108,35VMC2555425555
56.62356,26.60161,35VMC7555475554
56.17436,26.60628,35VMC7555525555
57.51642,25.75722,35VMD2555575554
56.6235,27.41648,35VNC2555575554
57.07268,27.4215,35VND2555525555
56.62356,20.60161,34VDH7555475554
56.15874,24.99628,35VLC7555425554
57.52182,21.42666,34VEJ2555475555
56.14308,24.2926,35VLC3179325305
56.15845,23.02158,34VFH2555525554
56.61811,28.2312,35VNC7555475554
54.34793,24.34587,35ULA2749625481
54.8216,25.84133,35UMA2555475554
55.27083,25.82829,35UMB2555425555
55.72506,21.40686,34UEG2555475555
55.27066,22.18918,34UEG7555525555
54.81141,22.95374,34UFF2555575555
54.34755,23.65413,34UFF7250425438
55.70948,22.99832,34UFG2555475555
55.26046,22.97572,34UFG2555525554
54.81168,25.06353,35ULA7555575554
55.27579,21.40226,34UEG2555525555
55.71984,22.20279,34UEG7555575554
54.36231,22.93236,34UFF2555525554
54.7964,23.6669,34UFF7143975396
55.2452,23.68002,34UFG7036825352
56.16899,22.21679,34VEH7555425554
54.79679,24.3331,35ULA2856175439
55.69436,24.30648,35ULB3071075351
55.70976,25.01933,35ULB7555475554
53.89903,24.35829,35ULV2643775521
54.37234,25.85402,35UMA2555525554
55.72002,25.81488,35UMB2555575555
55.69396,23.69352,34UFG6929175307
56.14267,23.7074,34VFH6820825259
55.26074,25.04174,35ULB7555525554
53.91345,25.10533,35ULV7555475555
55.27584,26.61521,35UMB7555425554
54.82144,22.17594,34UEF7555575555
55.2456,24.31998,35ULB2963325396
55.27584,20.61521,34UDG7555425554
41.3311,20.70787,34TDL7555475554
41.33107,21.30539,34TEL2555475555
42.23176,21.3097,34TEM2555575555
41.77825,21.90915,34TEM7555425555
41.78143,21.30752,34TEM2555525554
41.32793,21.90286,34TEL7555475554
41.77191,22.51064,34TFM2555525554
42.22852,21.91559,34TEM7555575554
35.92149,14.17483,33SVV2555475555
35.92402,14.72903,33SVV7555475555
47.63289,27.34017,35TNN2555475554
47.17915,27.99715,35TNN7555425554
46.71049,29.29682,35TPM7555575554
47.17151,28.65681,35TPN2555425555
47.60961,29.33592,35TPN7555575555
47.62123,28.67097,35TPN2555475555
46.6955,29.80816,35TQM1469675157
46.72175,28.64299,35TPM2555575554
47.62899,28.00568,35TNN7555575555
46.27937,27.9807,35TNM7555425555
47.16007,29.31613,35TPN7555425554
48.08275,27.34313,35UNP2555425554
46.27196,28.62949,35TPM2555425555
42.2127,18.88662,34TCM2555575554
42.66269,18.87144,34TCN2555525554
42.6724,19.48128,34TCN7555425554
43.12251,19.47019,34TCN7555475555
43.12907,20.08474,34TDN2555475554
51.68038,3.36962,31UET2555425554
52.12535,4.10368,31UET7555575554
51.65354,5.53787,31UFT7555425555
52.10265,5.5633,31UFT7555475555
52.56555,4.85242,31UFU2555525555
52.55172,5.58941,31UFU7555525555
52.08498,6.04011,32UKC9720874624
53.0011,6.40031,32ULD2555475554
53.45009,6.37037,32ULE2538325561
53.0148,4.8716,31UFU2555475555
53.00074,5.61621,31UFU7555575554
53.46401,4.89131,31UFV2555425555
53.44972,5.62963,31UFV7461825520
52.08453,5.95988,31UGT0279274573
52.98203,5.99,31UGU0071874454
52.53331,5.97474,31UGU0175824515
52.53376,6.02525,32UKD9824324565
52.57479,4.11493,31UEU7555525554
58.8518,6.84297,32VLL7555525555
59.3005,6.81462,32VLL7555575554
59.73118,6.16556,32VLM4065224879
59.74917,6.78538,32VLM7555525555
60.60286,6,32VLN3575922300
60.62773,6.12864,32VLN4292024754
60.64638,6.72406,32VLN7555425555
61.09492,6.6919,32VLN7555575554
61.52408,6.08925,32VLP4520624621
61.99189,6.62432,32VLP7555575554
62.44031,6.58879,32VLQ7555425554
58.86336,7.70929,32VML2555525555
59.31227,7.69232,32VML2555575554
58.86911,8.57612,32VML7555425554
60.20999,7.65674,32VMM2555475555
60.21606,8.55886,32VMM7555475555
60.6588,7.63809,32VMN2555425555
60.66498,8.55273,32VMN7555425555
61.55631,7.59893,32VMP2555425554
62.46035,8.52612,32VMQ7555425554
62.90912,8.51889,32VMQ7555475555
59.31806,9.44895,32VNL2555475555
59.76704,9.45497,32VNM2555525555
59.76095,10.34494,32VNM7555425555
60.66491,9.46758,32VNN2555525555
61.10736,10.40175,32VNN7555475554
62.01148,9.48809,32VNP2555575555
61.5561,10.42195,32VNP7555425555
62.46028,9.4954,32VNQ2555525555
62.45347,10.46442,32VNQ7555525554
63.79928,10.53383,32VNR7555575555
59.28237,11.81682,32VPL6047474887
59.74883,11.23436,32VPM2555525554
60.19745,11.2648,32VPM2555575554
59.73071,11.83444,32VPM5934924826
61.09457,11.32867,32VPN2555575555
60.62724,11.87136,32VPN5708224699
61.54307,11.3622,32VPP2555525555
61.97166,11.93144,32VPP5364674493
62.43994,11.43269,32VPQ2555525554
63.78494,11.51488,32VPR2392875490
63.33665,11.50815,32VPR2555525555
64.23319,11.53129,32WPS2275325442
62.8887,12.55204,33VUK7555475555
63.78534,12.48511,33VUL7607275534
64.23359,12.4687,33WUM7724825486
64.68181,12.45168,33WUM7842775438
64.24806,13.46424,33WVM2555425555
65.59348,13.38528,33WVN2555575554
65.60113,14.46967,33WVN7555575555
66.49824,14.45066,33WVP7555475554
67.39516,15.59578,33WWQ2555475555
66.94667,15.58482,33WWQ2555525555
68.28315,16.82994,33WWR7555575554
69.60869,17.78679,33WXT0833424706
68.73166,19.16077,34WDB2555425555
69.17984,19.12301,34WDB2555475555
69.62798,19.08355,34WDC2555425554
69.63732,20.37051,34WDC7555425554
69.17953,22.90495,34WEB7555475554
69.62767,22.945,34WEC7555525555
70.07577,22.98689,34WEC7555575554
70.53387,21.6871,34WED2555425555
70.52384,23.03075,34WED7555525554
69.60869,23.78679,34WFC0833424706
69.60922,24.21319,35WLT9166724765
70.95201,24.12611,35WLU9535374525
69.17984,25.12301,35WMS2555475555
69.62798,25.08355,35WMT2555425554
70.0761,25.04228,35WMT2555575555
70.52417,24.99906,35WMU2555425554
69.161,29.76031,35WPS0955674781
69.60869,29.78679,35WPT0833424706
69.60922,30.21319,36WUC9166724765
58.40305,6.87046,32VLK7555575554
59.28283,6.18318,32VLL3952774938
60.15505,6,32VLM3348872461
60.17948,6.14739,32VLM4178374817
58.41441,7.72575,32VMK2555575554
59.76115,7.67481,32VMM2555525555
62.45369,7.55709,32VMQ2555525554
62.90233,7.53508,32VMQ2555575554
63.35786,8.5114,32VMR7555425555
61.56265,9.48102,32VNP2555425554
62.90904,9.50296,32VNQ2555575554
63.35071,10.50988,32VNR7555525555
60.64603,11.29622,32VPN2555525554
64.24781,10.55865,32WNS7555525554
65.12956,11.56597,32WPT2039025340
61.54343,12.65867,33VUJ7555525555
66.0262,12.39665,33WUP8199125280
64.69656,13.43889,33WVM2555575554
65.14504,13.41258,33WVN2555425554
66.04189,13.35691,33WVP2555425554
67.39525,14.43009,33WVQ7555475554
68.29216,14.40778,33WVR7555575555
67.84362,15.60721,33WWR2555525554
68.26546,17.71071,33WXR1199074922
68.71375,18.26501,34WCB8922624908
69.17953,28.90495,35WNS7555475554
70.07577,28.98689,35WNT7555575554
70.52384,29.03075,35WNU7555525554
69.62798,31.08355,36WVC2555425554
58.83443,6.20025,32VLL3840624995
58.42007,8.58153,32VMK7555575555
58.86905,9.44312,32VNL2555425555
58.86317,10.30995,32VNL7555425555
59.31207,10.32718,32VNL7555575554
60.20979,10.36328,32VNM7555575555
58.85148,11.17626,32VPL2555525555
59.30017,11.20486,32VPL2555575554
57.95427,6.89713,32VLK7555425554
59.25927,6,32VLL2897772772
59.70719,6,32VLM3122822618
57.96544,7.74172,32VMK2555525555
57.97099,8.58678,32VMK7555525555
58.42,9.43747,32VNK2555475554
58.83398,11.79975,32VPL6159524945
60.179,11.85261,32VPM5821874764
60.19779,12.75521,33VUG7555575554
58.81128,6,32VLL2673722920
61.49828,6,32VLP4033021964
59.31812,8.57055,32VML7555575554
60.65859,10.38221,32VNN7555525555
62.90211,10.48675,32VNQ7555475555
63.35778,9.51078,32VNR2555425554
63.80649,9.51889,32VNR2555575554
61.99152,11.39685,32VPP2555475554
60.17948,12.14739,33VUG4178374817
61.09492,12.6919,33VUH7555575554
65.12998,12.43402,33WUN7961125387
65.57811,12.41569,33WUN8079975334
58.38599,6.21681,32VLK3729075051
61.0506,6,32VLN3803972134
61.07593,6.10926,32VLN4406074689
62.42022,6.04717,32VLQ4751124478
62.01155,8.53311,32VMP7555475554
63.35094,7.5123,32VMR2555525554
63.80657,8.50365,32VMR7555475555
64.69632,10.58438,32WNS7555575555
65.14479,10.61107,32WNT7555425555
64.6814,11.54831,32WPS2157375392
65.57768,11.5843,32WPT1920275286
60.62773,12.12864,33VUH4292024754
61.97217,6.06856,32VLP4635674550
61.54343,6.65867,32VLP7555525555
59.76711,8.5648,32VMM7555525555
68.73136,16.86663,33WWS7555425555
70.0761,19.04228,34WDC2555575555
60.19779,6.75521,32VLM7555575554
61.11387,8.54641,32VMN7555575555
62.00502,7.57836,32VMP2555475554
60.21599,9.46117,32VNM2555475555
62.0048,10.44283,32VNP7555575554
61.07593,12.10926,33VUH4406074689
61.52408,12.08925,33VUJ4520624621
66.49027,13.32743,33WVP2555575555
66.93861,13.29676,33WVQ2555425554
67.8352,13.23159,33WVR2555425554
68.28345,13.19693,33WVR2555475555
68.29206,15.61911,33WWR2555475555
70.08566,20.35695,34WDC7555575554
70.53398,26.34274,35WMU7555425555
70.98227,26.32785,35WMU7555475554
70.53387,27.6871,35WNU2555425555
59.73118,12.16556,33VUG4065224879
60.64638,12.72406,33VUH7555425555
62.42022,12.04717,33VUK4751124478
64.70391,14.48729,33WVM7555575555
61.07543,11.89074,32VPN5594174633
58.41422,10.29324,32VNK7555475554
70.08555,21.67225,34WEC2555475554
62.8887,6.55204,32VLQ7555475555
62.88832,11.46977,32VPQ2555575555
61.56272,8.53987,32VMP7555525554
69.18886,15.64451,33WWS2555475555
63.33704,12.514,33VUL7555525555
68.26594,18.28928,34WCA8801174976
66.94676,14.44058,33WVQ7555425554
70.05633,23.81449,34WFC0710974628
61.11379,9.47419,32VNN2555575554
67.37018,12.33486,33WUQ8559175104
51.21756,16.79779,33UXS2555475554
52.10265,17.5633,33UXT7555475555
52.55172,17.58941,33UXU7555525555
50.30627,18.55016,34UCA2555475554
50.31895,19.25193,34UCA7555575555
50.75552,18.52677,34UCB2555425555
49.87777,19.96385,34UDA2555425555
49.8819,20.65974,34UDA7555425555
52.57949,20.63924,34UDD7555425555
52.12535,22.10368,34UEC7555575554
50.30594,23.46541,34UFA7555575554
51.66693,22.81553,34UFC2555525554
48.97014,22.71559,34UFV2555525554
51.22637,16.08204,33UWS7555575554
52.12993,15.37333,33UWT2555475555
52.57944,15.37714,33UWU2555525555
53.02892,15.38105,33UWU2555575555
52.57479,16.11493,33UWU7555525554
50.75519,17.48895,33UXS7555525555
51.20438,17.5131,33UXS7555575554
52.11626,16.83373,33UXT2555475555
51.65354,17.53787,33UXT7555425555
52.56555,16.85242,33UXU2555525555
50.73792,17.91755,33UYS0585624740
50.73835,18.08245,34UBB9414524788
49.86946,19.26821,34UCA7555525554
50.7684,19.23523,34UCB7555525555
51.65388,18.47816,34UCC2555525554
52.103,18.45289,34UCC2555575554
51.66718,19.20051,34UCC7555425555
52.5658,19.16395,34UCD7555425554
50.78123,20.65326,34UDB7555525554
51.67603,19.92334,34UDC2555525555
51.68043,20.64643,34UDC7555425554
52.12998,20.64289,34UDC7555575555
53.02435,19.89006,34UDD2555475555
49.42811,19.97336,34UDV2555575555
49.88185,21.35571,34UEA2555525555
49.87763,22.05159,34UEA7555425555
50.77683,22.07163,34UEB7555525555
51.22637,22.08204,34UEB7555575554
53.02419,22.12648,34UED7555475554
50.31871,22.76366,34UFA2555575554
51.21756,22.79779,34UFB2555475554
50.76816,22.78051,34UFB2555525555
50.75519,23.48895,34UFB7555525555
51.20438,23.5131,34UFB7555575554
53.0148,22.8716,34UFD2555475555
49.41971,22.73121,34UFV2555475555
51.18684,23.93129,34UGB0484174687
50.73792,23.91755,34UGB0585624740
50.73835,24.08245,35UKS9414524788
51.68038,15.36962,33UWT2555425554
51.67588,16.09272,33UWT7555525554
52.12535,16.10368,33UWT7555575554
53.02419,16.12648,33UWU7555475554
53.47836,15.38506,33UWV2555425555
53.92777,15.38919,33UWV2555575555
54.36231,16.93236,33UXA2555525554
53.89866,17.64171,33UXV7356475480
53.44972,17.62963,33UXV7461825520
51.21781,19.21809,34UCB7555475555
53.0011,18.40031,34UCD2555475554
53.45009,18.37037,34UCE2538325561
53.91345,19.10533,34UCE7555475555
53.46427,19.1254,34UCE7555525554
54.34793,18.34587,34UCF2749625481
54.79679,18.3331,34UCF2856175439
54.81168,19.06353,34UCF7555575554
49.41993,19.28409,34UCV7555575554
50.32739,19.95411,34UDA2555575555
50.77697,19.94411,34UDB2555425555
51.22652,19.93386,34UDB2555575555
51.23085,20.64989,34UDB7555575555
53.02897,20.6355,34UDD7555475555
53.92305,19.86636,34UDE2555475555
54.37234,19.85402,34UDF2555525554
49.43217,20.66286,34UDV7555475554
50.33154,21.35905,34UEA2555475555
50.78119,21.36249,34UEB2555525555
51.2308,21.36601,34UEB2555575554
52.12993,21.37333,34UEC2555475555
53.92777,21.38919,34UEE2555575555
53.92288,22.15054,34UEE7555575554
49.43213,21.35245,34UEV2555575555
49.42797,22.04195,34UEV7555575554
53.91318,22.91155,34UFE2555475554
54.37218,16.16306,33UWA7555425555
53.47356,16.13835,33UWV7555525555
53.92288,16.15054,33UWV7555575554
54.81141,16.95374,33UXA2555575555
54.7964,17.6669,33UXA7143975396
54.34755,17.65413,33UXA7250425438
51.66693,16.81553,33UXT2555525554
53.0148,16.8716,33UXU2555475555
53.46401,16.89131,33UXV2555425555
53.91318,16.91155,33UXV2555475554
51.63571,17.9454,33UYT0381924631
50.28937,18.09585,34UBA9313674839
51.20472,18.50278,34UCB2555575554
52.11651,19.18247,34UCC7555475555
52.55207,18.42695,34UCD2555525554
53.89903,18.35829,34UCE2643775521
54.36259,19.08472,34UCF7555525555
52.1255,19.91254,34UDC2555575554
52.57494,19.90145,34UDD2555525554
53.47371,19.87837,34UDE2555425554
53.47841,20.63166,34UDE7555425554
53.92782,20.62772,34UDE7555575555
54.37719,20.62366,34UDF7555425554
50.32724,22.06148,34UEA7555475554
51.68038,21.36962,34UEC2555425554
51.67588,22.09272,34UEC7555525554
52.57944,21.37714,34UED2555525555
53.02892,21.38105,34UED2555575555
52.57479,22.11493,34UED7555525554
53.47836,21.38506,34UEE2555425555
53.47356,22.13835,34UEE7555525555
54.37714,21.39342,34UEF2555425555
54.37218,22.16306,34UEF7555425555
49.86923,22.74723,34UFA2555425555
52.11626,22.83373,34UFC2555475555
52.10265,23.5633,34UFC7555475555
52.56555,22.85242,34UFD2555525555
53.00074,23.61621,34UFD7555575554
53.46401,22.89131,34UFE2555425555
53.00074,17.61621,33UXU7555575554
54.37714,15.39342,33UWA2555425555
52.08453,17.95988,33UYT0279274573
53.01506,19.14493,34UCD7555475555
50.33158,20.65654,34UDA7555475554
51.63615,18.05459,34UBC9618124680
50.28895,17.90415,33UYR0686574792
51.18684,17.93129,33UYS0484174687
51.18727,18.0687,34UBB9516074734
52.08498,18.04011,34UBC9720874624
52.53376,18.02525,34UBD9824324565
48.97828,22.03254,34UEV7555425554
48.97842,19.98262,34UDV2555425555
52.53331,17.97474,33UYU0175824515
38.62531,-8.13202,29SNC7555575555
39.97977,-8.70071,29SNE2555425554
39.96193,-6.94457,29SPE7555425554
40.43024,-8.69872,29TNE2555575555
40.4272,-8.10929,29TNE7555575554
37.27351,-8.14779,29SNB7555425554
40.88067,-8.69669,29TNF2555425554
41.33107,-8.69461,29TNF2555475555
41.29994,-6.30594,29TQF2555575555
41.74981,-6.29714,29TQG2472825529
37.27623,-8.71174,29SNB2555525555
39.52927,-8.70265,29SND2555575555
41.32793,-8.09714,29TNF7555475554
41.77825,-8.09085,29TNG7555425555
40.42116,-7.52,29TPE2555575555
39.07876,-9.28262,29SMD7555425554
39.07873,-8.70455,29SND2555525554
37.26811,-7.58394,29SPB2555525554
41.3217,-7.49981,29TPF2555475555
41.77191,-7.48936,29TPG2555525554
41.76243,-6.88811,29TPG7555525555
37.71866,-7.57541,29SPB2555475555
39.5293,-9.28443,29SMD7555575554
38.62816,-8.70641,29SNC2555575555
39.97083,-7.52976,29SPE2555525554
38.62819,-9.28084,29SMC7555475555
36.82284,-8.15281,29SNA7555475554
37.72691,-8.71,29SNB2555575555
38.17755,-8.70823,29SNC2555425555
38.16916,-7.56668,29SPC2555525554
41.78143,-8.69248,29TNG2555525554
36.82552,-8.71344,29SNA2555575555
38.17474,-8.1374,29SNC7555425554
37.72415,-8.14265,29SNB7555475555
39.07583,-8.12653,29SND7555525554
39.97678,-8.11517,29SNE7555425554
36.81753,-7.59229,29SPA2555475555
38.61964,-7.55776,29SPC2555475555
38.61115,-6.9837,29SPC7555475554
39.07007,-7.54863,29SPD2555525554
39.52047,-7.5393,29SPD2555575554
39.51171,-6.95791,29SPD7555475555
40.41211,-6.93093,29TPE7555575554
40.87145,-7.51002,29TPF2555425555
40.86226,-6.91698,29TPF7555525555
41.31236,-6.90271,29TPF7555575554
38.16081,-6.99617,29SPC7555425554
40.87759,-8.10328,29TNF7555525555
42.22852,-8.08441,29TNG7555575554
39.52633,-8.12091,29SND7555575555
39.06145,-6.97094,29SPD7555525555
42.23176,-8.6903,29TNG2555575555
39.9798,-9.28629,29SME7555525554
39.51171,-30.95791,25SFD7555475555
38.61137,-29.00356,26SLH2555575555
38.61979,-28.42949,26SLH7555575554
38.6254,-27.85523,26SMH2555475554
38.62819,-27.28084,26SMH7555475555
37.71866,-25.57541,26SPG2555475555
39.07593,-27.86064,26SMJ2555425555
36.80957,-25.03195,26SPF7555475554
30.05883,-15.77231,28RDU2555525555
33.21174,-16.33531,28SCB7555575555
32.75405,-16.86212,28SCB2555425555
32.76084,-16.32854,28SCB7555425554
32.74498,-17.39548,28SBB7555525554
32.30991,-16.32192,28SCA7555475555
45.79704,24.21305,35TKL8341475275
47.17172,25.35783,35TLN7555425555
47.62912,26.00909,35TMN2555475555
47.18299,27.33729,35TNN2555425554
44.02241,28.56661,35TPJ2555475554
44.91177,29.22401,35TPK7555575555
45.37225,28.60345,35TPL2555525554
45.36151,29.24157,35TPL7555525555
48.07112,25.32941,35ULP7555425554
48.07892,26.00049,35UMP2555525555
45.83313,20.68525,34TDR7555575555
44.92941,21.95746,34TEQ7555575554
45.38304,21.32642,34TER2555425554
45.83309,21.32904,34TER2555475555
45.37943,21.96502,34TER7555425554
45.82942,21.97277,34TER7555475555
46.28309,21.33173,34TES2555525554
45.37225,22.60345,34TFR2555525554
45.82213,22.61632,34TFR2555575555
45.81121,23.25955,34TFR7555575554
46.27196,22.62949,34TFS2555425555
46.71049,23.29682,34TFS7555575554
46.6955,23.80816,34TGS1469675157
48.0591,23.35619,34UFU7555525554
45.82233,25.39797,35TLL7555575555
47.16037,24.6985,35TLN2555425555
47.60991,24.67884,35TLN2555475555
44.47947,26.06389,35TMK2555525554
45.82954,26.04152,35TML2555575555
47.17928,26.0175,35TMN2555525555
44.47936,27.95007,35TNK7555525555
45.37943,27.96502,35TNL7555425554
45.82942,27.97277,35TNL7555475555
44.4724,28.5786,35TPK2555425555
44.92234,28.59088,35TPK2555575554
44.47936,21.95007,34TEQ7555525555
44.92234,22.59088,34TFQ2555575554
46.26087,23.27796,34TFS7555425554
47.14485,23.81915,34TGT1374125117
45.37245,25.41072,35TLL7555425554
46.71078,24.71769,35TLM2555475554
46.7294,26.0257,35TMM2555575554
46.72928,21.98883,34TES7555575555
44.4724,22.5786,34TFQ2555425555
45.36151,23.24157,34TFR7555525555
46.72175,22.64299,34TFS2555575554
47.60961,23.33592,34TFT7555575555
45.3472,23.7767,34TGR1751925272
47.59414,23.83042,34TGT1277975074
48.04339,23.84196,34UGU1181025030
47.59453,24.16957,35TKN8722175117
45.36179,24.77259,35TLL2555425555
46.26116,24.73643,35TLM2555425555
46.72196,25.37153,35TLM7555475554
44.92953,26.05661,35TMK2555575554
46.27949,26.0337,35TMM2555425555
45.3472,29.7767,35TQL1751925272
46.27937,21.9807,34TES7555425555
46.24648,24.20257,35TKM8435525237
46.27216,25.38491,35TLM7555525554
47.63293,26.6746,35TMN7555475554
45.83309,27.32904,35TNL2555475555
45.79668,23.78694,34TGR1658575235
45.34756,24.22329,35TKL8248025312
47.14522,24.18084,35TKN8625925158
45.81149,24.75473,35TLL2555575554
47.18304,26.67736,35TMN7555525555
44.02926,27.94285,35TNJ7555575554
46.73306,27.33447,35TNM2555475555
44.89768,29.7667,35TQK1844675308
44.91177,23.22401,34TFQ7555575555
45.37225,34.60345,36TXR2555525554
46.69588,24.19184,35TKM8530475199
46.28309,27.33173,35TNM2555525554
44.48286,27.32136,35TNK2555425555
46.24612,23.79742,34TGS1564425197
47.62144,25.3438,35TLN7555575555
46.7331,26.68005,35TMM7555475554
47.16007,23.31613,34TFT7555425554
44.01242,24.82374,35TLJ2555575554
45.83313,26.68525,35TML7555575555
44.92941,27.95746,35TNK7555575554
44.93297,21.32386,34TEQ2555475555
44.89768,23.7667,34TGQ1844675308
45.38308,26.68776,35TML7555525554
46.28313,26.68268,35TMM7555425554
48.04378,24.15803,35UKP8819025074
44.46198,23.20686,34TFQ7555525554
46.72928,27.98883,35TNM7555575555
44.47259,25.43535,35TLK7555525555
45.37955,26.04915,35TML2555425554
44.92254,25.42318,35TLK7555575555
44.46198,29.20686,35TPK7555525554
44.93301,26.69021,35TMK7555575555
44.44846,24.24306,35TKK8063425381
44.44812,23.75694,34TGQ1936625343
43.99885,24.2526,35TKJ7972275415
45.38304,27.32642,35TNL2555425554
48.05941,24.6587,35ULP2555525555
44.93297,27.32386,35TNK2555475555
45.38308,20.68776,34TDR7555525554
44.91204,24.79004,35TLK2555475555
44.93301,38.69021,37TDK7555575555
43.57913,39.93579,37TEJ7555425554
44.93297,39.32386,37TEK2555475555
47.18299,39.33729,37TEN2555425554
51.65388,36.47816,37UCT2555525554
55.72002,37.81488,37UDB2555575555
52.57949,38.63924,37UDU7555425555
53.02897,38.6355,37UDU7555475555
55.72506,39.40686,37UEB2555475555
43.12251,43.47019,38TLN7555475555
44.46225,42.80709,38TLQ2555525554
44.93297,45.32386,38TNQ2555475555
47.60961,47.33592,38TPT7555575555
51.67588,46.09272,38UNC7555525554
57.48897,42.24847,38VLJ3507575158
45.79704,48.21305,39TTL8341475275
52.55207,48.42695,39UUU2555525554
53.47371,49.87837,39UVV2555425554
56.62356,50.60161,39VVC7555475554
57.06737,49.77227,39VVD2555525554
51.66718,55.20051,40UCC7555425555
53.46401,58.89131,40UFE2555425555
56.14308,30.2926,36VUH3179325305
57.07268,33.4215,36VWJ2555525555
65.59348,31.38528,36WVT2555575554
60.20999,49.65674,39VVG2555475555
61.56272,50.53987,39VVJ7555525554
56.1743,51.4116,39VWC2555425555
61.5561,52.42195,39VWJ7555425555
63.33665,53.50815,39VXL2555525555
61.09492,36.6919,37VCH7555575554
64.69656,43.43889,38WMS2555575554
66.49824,44.45066,38WMU7555475554
67.83491,52.79476,39WWR7555525554
54.36231,58.93236,40UFF2555525554
62.01155,56.53311,40VDP7555475554
69.17953,58.90495,40WEB7555475554
67.38664,64.76102,41WNQ7555575554
59.73118,30.16556,36VUM4065224879
56.15845,47.02158,38VPH2555525554
60.179,47.85261,38VPM5821874764
58.41441,49.72575,39VVE2555575554
63.78494,53.51488,39VXL2392875490
53.91318,58.91155,40UFE2555475554
61.5561,34.42195,36VWP7555425555
53.02892,57.38105,40UED2555575555
52.56555,58.85242,40UFD2555525555
54.7964,59.6669,40UFF7143975396
53.89866,35.64171,36UXE7356475480
57.97093,33.43199,36VWK2555525555
44.47936,39.95007,37TEK7555525555
51.68038,39.36962,37UET2555425554
59.3005,36.81462,37VCF7555575554
56.16899,40.21679,37VEC7555425554
57.52182,39.42666,37VED2555475555
53.00074,47.61621,38UPD7555575554
58.86336,49.70929,39VVF2555525555
51.68038,57.36962,40UEC2555425554
62.45369,55.55709,40VDQ2555525554
43.57239,40.5549,37TFJ2555525555
55.69436,36.30648,37UCB3071075351
60.21606,38.55886,37VDG7555475555
59.76095,40.34494,37VEG7555425555
60.65859,40.38221,37VEH7555525555
60.19745,41.2648,37VFG2555575554
60.62773,42.12864,38VLN4292024754
53.47836,57.38506,40UEE2555425555
53.47356,58.13835,40UEE7555525555
54.82648,57.39778,40UEF2555575555
54.82144,58.17594,40UEF7555575555
55.27579,57.40226,40UEG2555525555
55.27066,58.18918,40UEG7555525555
55.26046,58.97572,40UFG2555525554
62.0048,58.44283,40VEP7555575554
67.84372,32.41917,36WVA7555525555
66.49,34.6975,36WWU7555575555
54.36259,37.08472,37UCA7555525555
54.81168,37.06353,37UCA7555575554
54.82144,40.17594,37UEA7555575555
58.42007,38.58153,37VDE7555575555
64.69632,40.58438,37WEM7555575555
65.60104,39.55441,37WEN2555475554
61.5561,46.42195,38VNP7555425555
55.70976,49.01933,39UUB7555475554
58.8518,48.84297,39VUF7555525555
59.73118,48.16556,39VUG4065224879
57.51642,49.75722,39VVD2555575554
59.30017,53.20486,39VXF2555575554
53.92288,58.15054,40UEE7555575554
51.21756,58.79779,40UFB2555475554
62.90233,55.53508,40VDQ2555575554
62.90912,56.51889,40VDQ7555475555
59.30017,35.20486,36VXL2555575554
59.31806,39.44895,37VEF2555475555
59.76704,39.45497,37VEG2555525555
60.20979,40.36328,37VEG7555575555
59.31806,45.44895,38VNL2555475555
60.65859,46.38221,38VNN7555525555
51.23085,56.64989,40UDB7555575555
